Title,Title_URL,Artist Name,Artist Link,Duration,Genre,Mood,Movement,Theme,Other keywords,Other keywords.1
Epic Cinematic Intro_Medium 2,https://pixabay.com/music/main-title-epic-cinematic-intro-medium-2-178313/,Grand_Project,https://pixabay.com/users/grand_project-19033897/,1:10,Main Title Adventure Build Up Scenes Epic Classical,Epic Restless Bright Uplifting Suspense Energetic Hopeful,Chasing Running Heavy & Ponderous Marching Medium Fast,Film Music Cinematic Music Music For Videos,"action
adventure",action adventure background brass buildings cinematic construction danger development dramatic drums energetic epic film heroic hollywood intro motivational movie orchestral powerful presentation score war vlog
Constellation of Future Memories [Beautiful Piano],https://pixabay.com/music/modern-classical-constellation-of-future-memories-beautiful-piano-222166/,CalvinClavier,https://pixabay.com/users/calvinclavier-16027823/,3:33,Modern Classical Beautiful Plays Main Title Solo Piano Wedding,Dreamy Hopeful Bright Relaxing Peaceful Romantic,Floating Elegant Medium,Music For Videos Music For Youtube Videos Background Music Film Music Cinematic Music,"piano
classical",piano classical inspiring emotional sad calm soft calm piano soft piano relaxing relaxing piano thinking inspiring piano ambient for video vlog nature sunset morning emotional piano music calm music sleep
Beethoven - Concert Nr3 (Relaxing Classical Piano),https://pixabay.com/music/classical-piano-beethoven-concert-nr3-relaxing-classical-piano-216328/,CalvinClavier,https://pixabay.com/users/calvinclavier-16027823/,1:12,Classical Piano,Bright Dreamy Relaxing Romantic,Elegant Medium,Film Music,"classical
piano
music",classical piano music piano music calm soft relaxing classical piano soft music sad piano sad calm music melody audio quiet
Desire for Freedom,https://pixabay.com/music/build-up-scenes-desire-for-freedom-124112/,Lexin_Music,https://pixabay.com/users/lexin_music-28841948/,3:12,Build Up Scenes Main Title Beautiful Plays Modern Classical Adventure,Hopeful Uplifting Bright Dreamy Epic Suspense Restless Romantic Energetic,Elegant Medium Chasing Running Fast,Music For Videos Film Music Cinematic Music Music For Youtube Videos,"inspiration
cinematic",inspiration cinematic classical dramatic emotional exciting inspirational inspiring lyrical narrative orchestral romantic uplifting dream passion motivational oriental people spiritual time-lapse travel cinematic inspirational cinematic inspiration world strings
Fortnight - peaceful piano,https://pixabay.com/music/modern-classical-fortnight-peaceful-piano-226845/,CalvinClavier,https://pixabay.com/users/calvinclavier-16027823/,3:00,Modern Classical Beautiful Plays Main Title Solo Piano,Dreamy Bright Hopeful Peaceful Romantic Sentimental Relaxing,Elegant Floating Slow Medium Changing Tempo,Film Music Background Music Music For Videos,"piano
peaceful
calm",piano peaceful calm sad thinking think lonely soft feather romantic neoclassical beautiful melody calm piano soft piano inspiring sunset background calm music soft music evening blog video
Meeting the Stars. Cinematic background music for short video 1 minute,https://pixabay.com/music/beats-meeting-the-stars-cinematic-background-music-for-short-video-1-minute-197576/,White_Records,https://pixabay.com/users/white_records-32584949/,0:54,Beats Electronic Adventure Corporate Epic Classical Build Up Scenes Alternative Hip Hop,Uplifting Restless Bright Dreamy Laid Back Hopeful Epic Suspense,Chasing Running Elegant Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Cinematic Music Film Music,dramatic music background,dramatic music background epic background music inspirational background music background music cinematic music motivational background music dramatic music romantic music cinematic background music epic music for video motivational epic motivational music epic powerful music epic music for vlog epic music for intro power of epic music power of nature best epic music background music for vlog vlog music orchestral music instrumental music
Medieval Fantasy,https://pixabay.com/music/beautiful-plays-medieval-fantasy-142837/,Lexin_Music,https://pixabay.com/users/lexin_music-28841948/,2:45,Beautiful Plays Build Up Scenes Main Title Adventure Modern Classical Suspense,Hopeful Bright Epic Uplifting Sentimental Dreamy Restless Suspense,Chasing Marching Elegant Medium Heavy & Ponderous,Music For Videos Film Music Cinematic Music,"adventure
celtic",adventure celtic cinematic documentary ethnic fairy tale fantasy magic scandinavia authentic brave middle ages rpg battle traditional forest landscape serious travel winter world medieval epic dulcimer epic heroic
Lost Illusions (Emotional Cinematic Orchestra),https://pixabay.com/music/main-title-lost-illusions-emotional-cinematic-orchestra-207193/,Rockot,https://pixabay.com/users/rockot-1947599/,3:04,Main Title Adventure Build Up Scenes Epic Classical Beautiful Plays,Restless Bright Dreamy Hopeful Uplifting Suspense Epic,Chasing Elegant Floating Medium,Music For Videos Film Music Cinematic Music,Emotional Cinematic Or...,emotional cinematic orchestra orchestral music emotional music cinematic orchestra soul-stirring ethereal melodies stirring arrangements introspection reflection evocative harmonies emotive compositions forgotten dreams lost hopes deep emotions soulful music dramatic orchestra emotional soundtrack cinematic journey musical odyssey
Heroes among us. Dramatic background music for video vlog 1 minute,https://pixabay.com/music/beats-heroes-among-us-dramatic-background-music-for-video-vlog-1-minute-203757/,White_Records,https://pixabay.com/users/white_records-32584949/,0:54,Beats Electronic Alternative Hip Hop Main Title Adventure Epic Classical,Restless Bright Laid Back Hopeful Uplifting Epic,Chasing Medium Elegant,Film Music Cinematic Music Music For Videos Music For Youtube Videos,background,background background music music for video dramatic music romantic music meditation music for vlog instrumental music dramatic background music inspirational background music cinematic music orchestral music relax background music vlog music cinematic background music relax relax motivational music epic powerful music dramatic music for vlog dramatic music for intro power of epic music power of nature dramatic music background best dramatic music
Winter Legacy. The Four Seasons Antonio Vivaldi Hip-Hop version 39 sec,https://pixabay.com/music/beats-winter-legacy-the-four-seasons-antonio-vivaldi-hip-hop-version-39-sec-201038/,White_Records,https://pixabay.com/users/white_records-32584949/,0:39,Beats Electronic Adventure Main Title Epic Classical Intro/Outro Build Up Scenes,Epic Restless Bright Energetic Uplifting Hopeful Laid Back,Chasing Medium Elegant,Music For Videos Music For Youtube Videos Film Music Cinematic Music,background,background music for vlog background music cinematic music dramatic music the four seasons epic music antonio vivaldi orchestral music romantic music music for video instrumental music winter legacy dramatic background music relax background music vlog music cinematic background music motivational music epic powerful music dramatic music for vlog dramatic music for intro power of nature dramatic music background
Militant Amelia. Cinematic orchestral background music for video 60sec,https://pixabay.com/music/beats-militant-amelia-cinematic-orchestral-background-music-for-video-60sec-205322/,White_Records,https://pixabay.com/users/white_records-32584949/,1:07,Beats Upbeat Electronic Alternative Hip Hop Adventure Main Title Build Up Scenes Epic Classical,Restless Bright Laid Back Uplifting Hopeful Energetic Suspense Epic,Chasing Running Heavy & Ponderous Medium Fast,Music For Videos Film Music Cinematic Music,background,background music for vlog music for video background music positive music cinematic music epic music cheerful music classical music orchestral music funny music militant amelia instrumental music hip hop music vlog music orchestra advertising music romantic music dramatic music romance hip hop piano music epic positive
Solas,https://pixabay.com/music/modern-classical-solas-203831/,CalvinClavier,https://pixabay.com/users/calvinclavier-16027823/,1:21,Modern Classical Solo Piano Build Up Scenes Beautiful Plays,Dreamy Bright Hopeful Restless Romantic Sentimental,Chasing Elegant Medium Fast,Film Music Cinematic Music Music For Videos,"piano
calm
beautiful",piano calm beautiful instrumental relaxing calm piano soft piano relaxing music sunset solar night music instrumental piano melody musician harmony clavier music soft instrumental timelapse sky eclipse moon
Endless Elegance,https://pixabay.com/music/modern-classical-endless-elegance-225764/,Albert-Paul,https://pixabay.com/users/albert-paul-4203169/,1:17,Modern Classical Solo Piano Beautiful Plays,Dreamy Bright Hopeful Uplifting Peaceful Romantic,Elegant Medium Chasing,Music For Videos Background Music Film Music,"piano
music
instrument",piano music instrument keyboard melody keys musician pianist talent vintage classic classical sound ai generated
Touch and Sound,https://pixabay.com/music/modern-classical-touch-and-sound-113676/,Juan_Sanchez_Music,https://pixabay.com/users/juan_sanchez_music-8771929/,4:21,Modern Classical Solo Piano Solo Instruments Beautiful Plays Small Emotions Build Up Scenes Ambient,Dreamy Bright Relaxing Hopeful Sentimental Suspense Romantic,Floating Elegant Medium,Music For Videos Music For Youtube Videos Background Music Film Music Cinematic Music,"relaxing
take it easy",relaxing take it easy calm down piano environmental nature film documentary film travel video cinema youtube instagram
"Background epic piano music for short video vlog, advertising 1 minute",https://pixabay.com/music/beats-background-epic-piano-music-for-short-video-vlog-advertising-1-minute-180911/,White_Records,https://pixabay.com/users/white_records-32584949/,1:01,Beats Electronic Alternative Hip Hop Modern Classical Main Title,Glamorous Uplifting Restless Bright Laid Back Hopeful,Elegant Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Film Music Cinematic Music,dramatic music,dramatic music classical music instrumental music background music romantic music epic music vlog music music for video music for vlog orchestral music piano music nocturne №20 nocturne 20 cinematic music legacy of chopin chopin epic hip hop orchestral classical majestic cinematic violin instrumental piano
Warrior_59sec,https://pixabay.com/music/adventure-warrior-59sec-192840/,Grand_Project,https://pixabay.com/users/grand_project-19033897/,0:59,Adventure Build Up Scenes Epic Classical Main Title Chase Scene Action,Restless Energetic Suspense Epic Hopeful Uplifting,Chasing Running Heavy & Ponderous Marching Medium,Film Music Cinematic Music Music For Videos,trailer music,trailer music epic soundtrack cinematic composition heroic theme intense orchestration dramatic score powerful drums hybrid orchestral cinematic trailer action movie music epic adventure fantasy soundtrack dramatic trailer intense music epic battle orchestral arrangement film score war drums hybrid cinematic emotional journey trailer vlog epic intro
Da Vinci_Medium 1,https://pixabay.com/music/beats-da-vinci-medium-1-202369/,Grand_Project,https://pixabay.com/users/grand_project-19033897/,2:04,Beats Electronic Alternative Hip Hop Main Title Epic Classical Adventure Build Up Scenes,Restless Laid Back Hopeful Suspense Energetic Epic,Chasing Running Heavy & Ponderous Medium,Music For Videos Film Music Cinematic Music Music For Youtube Videos,"hip hop
da vinci",hip hop da vinci orchestra europe beat vlog intro youtube urban cinematic instrumental rap culture street city art renaissance contemporary fusion european vibes mystery riddle tension
Song From A Secret Garden (Sad Piano),https://pixabay.com/music/modern-classical-song-from-a-secret-garden-sad-piano-205576/,CalvinClavier,https://pixabay.com/users/calvinclavier-16027823/,3:42,Modern Classical Main Title Solo Piano Nostalgia Small Drama,Hopeful Sentimental Dreamy Romantic Sad,Elegant Floating Slow,Music For Videos Film Music Cinematic Music Background Music,"sad
suffering
pain",sad suffering pain depression crying sadness emotion emotional music sad piano calm piano beautiful music music instrumental emotional piano emotions beautiful background thinking
Mặt Nước Tĩnh Lặng Cảm Thấy Thật Bình Yên - Nhạc Nền Video,https://pixabay.com/music/modern-classical-mat-nuoc-tinh-lang-cam-thay-that-binh-yen-nhac-nen-video-227807/,Piano_Solo_Nhạc_Nền_Piano,https://pixabay.com/users/piano_solo_nh%E1%BA%A1c_n%E1%BB%81n_piano-44398113/,4:46,Modern Classical Solo Piano Small Emotions,Dreamy Bright Hopeful Peaceful Relaxing Romantic Sentimental,Elegant Floating Slow,Background Music Film Music Music For Videos,"piano
relaxing
soothing",piano relaxing soothing thư giãn background music bgm nhạc hoà tấu nhạc không lời nhạc nền nhạc nền việt nam audiobay no copyright music
